84;Auvergne-Rhône-Alpes
32;Hauts-de-France
93;Provence-Alpes-Côte d'Azur
44;Grand-Est
76;Occitanie
28;Normandie
75;Nouvelle-Aquitaine
24;Centre-Val de Loire
94;Corse
27;Bourgogne-Franche-Comté
53;Bretagne
52;Pays de la Loire
11;Île-de-France
1;Guadeloupe
2;Martinique
3;Guyane
4;La Réunion
